4025;35590
84016;9990
84021;11330
84022;12369
84023;13504
84024;14490
84025;14899
75764;7152
38947;9105
69408;7617
26320;8175
86462;7152
26815;15615
58566;17196
28145;19521
25670;22311
91650;21846
91688;22683
78214;24087
91658;5385
79179;2990
73578;8500
80983;10788
92028;16182
92026;19344
93171;16900
66394;13290
44112;7254
51576;8649
73591;9700
73583;15990
75419;16731
68790;4999
92551;7090
93168;15159
92885;11532
73476;13200
59916;4827
73579;3711
72895;8700
70427;5394
89879;7990
62055;15700
73585;8300
93169;12690
90150;5690
88043;9310
5595;5790
21648;6600
62923;17205
6057;6696
22613;10700
14882;3850
11601;4390
83347;2990
50991;4850
59605;8390
87081;5750
28187;11950
22039;18900
88042;8700
79643;4850
886;57700
8245;79887
18421;39618
83963;3525
66355;5750
63983;11450
75261;25990
89572;24413
68792;8361
21278;7431
62532;7750
63981;9490
72880;12890
72879;18414
36428;17661
27819;13450
26692;15890
38871;21390
72324;41000
14945;50600
80756;60900
23979;10600
12201;19100
1473;15000
884;9850
70142;16900
69248;18200
18389;21762
17338;23100
70544;8450
72792;11799
92027;12390
77461;22999
18275;8630
66172;8050
72896;16554
72897;10400
73581;16266
37073;42678
86557;8649
82672;11000
83830;16190
60148;11519
4127;10695
66176;12267
1258;23343
62463;10699
69903;17400
87968;6599
2862;20925
18377;5900
28884;25389
52305;5550
54148;6900
55552;10700
53758;9500
58313;11200
56141;12400
63105;15300
35983;7719
21170;9012
19707;10900
18378;7550
29336;12183
29338;14500
87205;4050
29853;25500
62465;2990
66976;4190
89242;9021
89245;10686
89243;9672
89244;8082
12308;8000
2253;20100
3589;32178
2365;15531
29816;12490
28077;11190
74425;17490
92886;13400
56304;7400
70066;7550
67830;0
74768;0
73569;9250
70990;3300
43325;9600
81528;9450
50740;11600
81529;11100
84408;18990
51551;22200
61025;23900
84409;5990
84410;9650
84411;11700
72800;23100
69516;24100
87613;46100
87166;22700
80469;10100
73660;6900
41320;11100
41321;7700
41322;9100
84413;8450
84414;8750
73656;22490
60503;22300
40811;27100
85276;14100
69517;12990
61656;9490
92991;14600
